"Expected","0.107679","0.110592","0.111672","0.110976","0.108562","0.104487","0.098809","0.091585","0.082873","0.072731"
"white/white","0.074000","0.097000","0.101000","0.119000","0.103000","0.109000","0.110000","0.093000","0.107000","0.087000"
"white/LDS","0.084000","0.088000","0.103000","0.093000","0.093000","0.121000","0.111000","0.111000","0.100000","0.096000"
"LDS/white","0.089000","0.091000","0.107000","0.096000","0.113000","0.107000","0.100000","0.102000","0.101000","0.094000"
"LDS/LDS","0.085000","0.094000","0.099000","0.103000","0.107000","0.112000","0.107000","0.105000","0.098000","0.090000"

"Error:"
"white/white","-0.033679","-0.013592","-0.010672","0.008024","-0.005562","0.004513","0.011191","0.001415","0.024127","0.014269"
"white/LDS","-0.023679","-0.022592","-0.008672","-0.017976","-0.015562","0.016513","0.012191","0.019415","0.017127","0.023269"
"LDS/white","-0.018679","-0.019592","-0.004672","-0.014976","0.004438","0.002513","0.001191","0.010415","0.018127","0.021269"
"LDS/LDS","-0.022679","-0.016592","-0.012672","-0.007976","-0.001562","0.007513","0.008191","0.013415","0.015127","0.017269"

"Avg Error:"
"white/white","-0.023232","-0.017680","-0.012638","-0.006739","-0.000674","0.004209","0.009308","0.013095","0.016269","0.018116"
"white/LDS","-0.023043","-0.017574","-0.011869","-0.006500","-0.001317","0.004619","0.009187","0.012762","0.015807","0.017962"
"LDS/white","-0.023021","-0.017805","-0.012415","-0.006763","-0.000702","0.004460","0.009124","0.013104","0.016067","0.017985"
"LDS/LDS","-0.022839","-0.017826","-0.012306","-0.006445","-0.000868","0.004492","0.009341","0.012965","0.015894","0.017626"

"Std Dev:"
"white/white","0.008798","0.009254","0.009651","0.009478","0.009634","0.009794","0.009385","0.009623","0.009639","0.009104"
"white/LDS","0.008609","0.008894","0.009393","0.009485","0.009776","0.009932","0.010034","0.009398","0.009306","0.008637"
"LDS/white","0.005772","0.005503","0.005367","0.005186","0.005134","0.005168","0.005076","0.005020","0.005187","0.005690"
"LDS/LDS","0.002672","0.002357","0.002256","0.002361","0.002641","0.002980","0.003286","0.004004","0.004499","0.004564"
